1530295415.5604033::President Donald Trump Travel Ban is Constitutional and Legal \n\nThe U.S. Supreme Court 5-4 ruling on the Travel Ban\u2026 https:\/\/t.co\/QMuBYSutb6

1530295418.8139145::https:\/\/t.co\/H5mvQhwFzX

1530295419.7995403::RT @TopRopeTravis: Let me go ahead and fix this for Fox News:\n\nA white male murdered multiple journalists in an act of terrorism following\u2026

1530295423.441658::RT @Travon: Every country on the travel ban list, and even the ones who aren't, should ban white 20 something American men from entering th\u2026

1530295423.680187::RT @pahubb43: THIS WAS DRAWN DURNING THE ANNOUNCEMENT OF THE VOTE OF PRESIDENT TRUMP TRAVEL BAN DECISION...OH MY...UMMM https:\/\/t.co\/2gW9ik\u2026

1530295424.0248015::@leigh_wessex2k @JagCat60 @shemactwitts @_AaronKlein_ @j_esposito4 @tonyposnanski I lead the horse to water. I can'\u2026 https:\/\/t.co\/HXOrktMEO4","display_text_range":[82,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/android\" rel=\"nofollow\"\u003eTwitter for Android\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":1012753156588163072,"in_reply_to_status_id_str":"1012753156588163072","in_reply_to_user_id":3305793563,"in_reply_to_user_id_str":"3305793563","in_reply_to_screen_name":"leigh_wessex2k","user":{"id":2278056978,"id_str":"2278056978","name":"OpenSorceress","screen_name":"OpenSorceress","location":"Austin, TX","url":"http:\/\/www.astralar.com","description":"CEO \/ Technical founder of Astral AR, LLC - we build drones that stop bullets.","translator_type":"none","protected":false,"verified":false,"followers_count":1955,"friends_count":2438,"listed_count":220,"favourites_count":23204,"statuses_count":26187,"created_at":"Sun Jan 05 20:20:12 +0000 2014","utc_offset":null,"time_zone":null,"geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"000000","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_tile":false,"profile_link_color":"000000","profile_sidebar_border_color":"000000","profile_sidebar_fill_color":"000000","profile_text_color":"000000","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/700934902246612992\/qMFdNLBZ_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/700934902246612992\/qMFdNLBZ_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/2278056978\/1455950696","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@leigh_wessex2k @JagCat60 @shemactwitts @_AaronKlein_ @j_esposito4 @tonyposnanski I lead the horse to water. I can't make it shut up about some stupid travel ban and drink","display_text_range":[82,171],"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"leigh_wessex2k","name":"leigh sinclair","id":3305793563,"id_str":"3305793563","indices":[0,15]},{"screen_name":"JagCat60","name":"JagCat, very stable genius","id":4285542083,"id_str":"4285542083","indices":[16,25]},{"screen_name":"shemactwitts","name":"WiserWords2","id":49076491,"id_str":"49076491","indices":[26,39]},{"screen_name":"_AaronKlein_","name":"aaron_klein","id":16439676,"id_str":"16439676","indices":[40,53]},{"screen_name":"j_esposito4","name":"Joey Esposito","id":841879334541508610,"id_str":"841879334541508610","indices":[54,66]},{"screen_name":"tonyposnanski","name":"Tony Posnanski","id":17642747,"id_str":"17642747","indices":[67,81]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/HXOrktMEO4","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/1012758527084040199","display_url":"twitter.com\/i\/web\/status\/1\u2026","indices":[117,140]}],"user_mentions":[{"screen_name":"leigh_wessex2k","name":"leigh sinclair","id":3305793563,"id_str":"3305793563","indices":[0,15]},{"screen_name":"JagCat60","name":"JagCat, very stable genius","id":4285542083,"id_str":"4285542083","indices":[16,25]},{"screen_name":"shemactwitts","name":"WiserWords2","id":49076491,"id_str":"49076491","indices":[26,39]},{"screen_name":"_AaronKlein_","name":"aaron_klein","id":16439676,"id_str":"16439676","indices":[40,53]},{"screen_name":"j_esposito4","name":"Joey Esposito","id":841879334541508610,"id_str":"841879334541508610","indices":[54,66]},{"screen_name":"tonyposnanski","name":"Tony Posnanski","id":17642747,"id_str":"17642747","indices":[67,81]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1530295423657"}


1530295431.7648127::RT @Yokamirchi4: @archpm2 @YolandaCRondon Winning the #DV_lottery is just the luck of the draw &amp; we struck lucky by winning DV 2017. BUT we\u2026

1530295438.7594466::RT @Jessica67652584: Muslims are outraged \u2013 U.S. Supreme Court approves Trump\u2019s full travel ban https:\/\/t.co\/Z5vLposVI0

1530295439.8301325::RT @Yokamirchi4: @YolandaCRondon Winning the #DV_lottery is just the luck of the draw &amp; we struck lucky by winning DV 2017. BUT we faced tr\u2026

1530295442.4512928::RT @bIazingxmexican: Just a few days ago, the Supreme Court upholded Trump's Muslim travel ban. Today, yet another mass shooting was caused\u2026

